Kelompok Pengeluaran,Komoditas Makanan,Pengeluaran per minggu per kapita
"<150,000",PADI-PADIAN,9973
"<150,000","Beras (beras lokal, kualitas unggul, impor)",8690
"<150,000",Beras ketan,0
"<150,000",Jagung basah degan kulit,0
"<150,000",Jagung pipilan/beras jagung/jagung titi,1153
"<150,000",Tepung terigu,130
"<150,000",Padi-padian lainnya,0
"<150,000",UMBI-UMBIAN,2878
"<150,000",Ketala pohon/singkong,0
"<150,000",Ketela rambat/ubi jalar,1609
"<150,000",Sagu (bukan dari ketela pohon),416
"<150,000",Talas/keladi,666
"<150,000",Kentang,0
"<150,000",Gaplek,0
"<150,000",Umbi-umbian lainnya,188
"<150,000",IKAN,1206
"<150,000",Ekor kuning,0
"<150,000","Tongkol, tuna, cakalang, dencis, ikan kayu",88
"<150,000",Tenggiri,0
"<150,000",Selar,199
"<150,000","Kembung, lema/tatare, banyar/banyara",0
"<150,000",Teri,0
"<150,000",Bandeng,2
"<150,000",Gabus,90
"<150,000",Mujair,0
"<150,000","Mas, Nila",0
"<150,000",Lele,0
"<150,000",Kakap,69
"<150,000",Baronang,0
"<150,000",Patin,0
"<150,000",Bawal,0
"<150,000",Gurame,0
"<150,000",Ikan segar/basah lainnya,443
"<150,000","Udang, lobster",0
"<150,000","Cumi-cumi, sotong, gurita",151
"<150,000","Ketam, kepiting, rajungan",0
"<150,000","Kerang, siput, bekicot, remis",90
"<150,000",Udang dan hewan air lainnya yang segar lainnya,0
"<150,000",Kembung diawetkan/peda,0
"<150,000",Tenggiri diawetkan,0
"<150,000",Tongkol/tuna/cakalang diawetkan,1
"<150,000",Teri diawetkan,0
"<150,000",Selar diawetkan,0
"<150,000",Sepat diawetkan,0
"<150,000",Bandeng diawetkan,0
"<150,000",Gabus diawetkan,0
"<150,000","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",0
"<150,000",Ikan diawetkan lainnya,73
"<150,000","Udang diawetkan (ebi, rebon)",0
"<150,000","Cumi-cumi, sotong, gurita diawetkan",0
"<150,000",Udang dan hewan air lainnya yang diawetkan,0
"<150,000",Ikan matang,0
"<150,000",DAGING,2872
"<150,000",Daging sapi,0
"<150,000","Daging kambing, domba/biri-biri",0
"<150,000",Daging babi,2387
"<150,000",Daging ayam ras,0
"<150,000",Daging ayam kampung,485
"<150,000",Daging segar lainnya,0
"<150,000",Daging diawetkan lainnya,0
"<150,000","Tetelan, sandung lamur",0
"<150,000","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",0
"<150,000","Ayam/daging matang (ayam goreng, rendang, dsb)",0
"<150,000","Daging olahan (sosis, nugget, daging asap, dsb) matang",0
"<150,000",TELUR DAN SUSU,387
"<150,000",Telur ayam ras,387
"<150,000",Telur ayam kampung,0
"<150,000",Telur itik/telur itik manila,0
"<150,000","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",0
"<150,000",Susu cair pabrik,0
"<150,000",Susu kental manis,0
"<150,000",Susu bubuk,0
"<150,000",Susu bubuk bayi,0
"<150,000",Susu lainnya dan hasil lain dari susu,0
"<150,000",SAYUR-SAYURAN,2277
"<150,000",Bayam,68
"<150,000",Kangkung,157
"<150,000",Kol/Kubis,0
"<150,000",Sawi putih (petsai),0
"<150,000",Sawi hijau,0
"<150,000",Buncis,198
"<150,000",Kacang panjang,0
"<150,000","Tomat sayur, tomat ceri",0
"<150,000",Wortel,0
"<150,000",Mentimun,0
"<150,000",Daun ketela pohon/daun singkong,119
"<150,000",Terong,58
"<150,000",Tauge,0
"<150,000","Labu, labu siam, labu parang",205
"<150,000",Bahan sayur sop/cap cay/ kimlo (paket),0
"<150,000",Bahan sayur asam/lodeh (paket),0
"<150,000",Nangka muda,130
"<150,000",Pepaya muda,174
"<150,000",Jengkol,0
"<150,000",Bawang merah,308
"<150,000",Bawang putih,193
"<150,000",Cabe merah,139
"<150,000",Cabe hijau,0
"<150,000",Cabe rawit,30
"<150,000",Sayur-sayuran lainnya,499
"<150,000",KACANG-KACANGAN,0
"<150,000",Kacang tanah tanpa kulit,0
"<150,000",Kacang kedele,0
"<150,000",Kacang lainnya,0
"<150,000",Tahu,0
"<150,000",Tempe,0
"<150,000",Oncom,0
"<150,000",Hasil lain dari kacang-kacangan,0
"<150,000",BUAH-BUAHAN,480
"<150,000","Jeruk, jeruk bali",0
"<150,000",Mangga,0
"<150,000",Apel,0
"<150,000",Rambutan,48
"<150,000","Duku, langsat",48
"<150,000",Durian,0
"<150,000",Salak,0
"<150,000",Pisang ambon,0
"<150,000",Pisang lainnya,146
"<150,000",Pepaya,0
"<150,000",Semangka,0
"<150,000",Tomat buah,0
"<150,000",Buah-buahan lainnya,239
"<150,000",MINYAK DAN KELAPA,1072
"<150,000",Minyak kelapa,1
"<150,000","Minyak goreng (kelapa sawit, bunga matahari)",805
"<150,000",Kelapa (tidak termasuk santan instan),30
"<150,000",Minyak dan kelapa lainnya,235
"<150,000",BAHAN MINUMAN,1289
"<150,000",Gula pasir,1007
"<150,000","Gula merah, gula air (pohom aren, kelapa, lontar)",0
"<150,000",Teh bubuk,101
"<150,000",Teh celup (sachet),89
"<150,000","Kopi (bubuk,biji)",91
"<150,000",Kopi instan (sachet),0
"<150,000",Bahan minuman lainnya,0
"<150,000",BUMBU-BUMBUAN,388
"<150,000",Garam,72
"<150,000",Kemiri,0
"<150,000",Ketumbar/jinten,0
"<150,000",Merica/lada,22
"<150,000",Asam,112
"<150,000",Terasi/petis,11
"<150,000",Kecap,0
"<150,000",Penyedap masakan/vetsin,75
"<150,000",Sambal jadi,0
"<150,000",Saus tomat,0
"<150,000","Bumbu maskan jadi/kemasan, bumbu racikan",35
"<150,000","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",62
"<150,000",BAHAN MAKANAN LAINNYA,595
"<150,000",Mie instan,519
"<150,000",Kerupuk,0
"<150,000",Bubur bayi kemasan,0
"<150,000",Lainnya,76
"<150,000",MAKANAN MINUMAN JADI,1271
"<150,000",Roti tawar,0
"<150,000","Roti manis, roti lainnya",237
"<150,000","Kue kering, biskuit, semprong",138
"<150,000","Kue basah (kue lapis, bika ambon, lemper, dsb)",38
"<150,000",Makanan gorengan,198
"<150,000",Bubur kacang hijau,0
"<150,000","Gado-gado, ketoprak, pecel",0
"<150,000",Nasi campur/rames,43
"<150,000",Nasi goreng,0
"<150,000",Nasi putih,0
"<150,000",Lontong/ketupat sayur,0
"<150,000","Soto, gule, sop, rawon, cincang",0
"<150,000","Sayur matang (ditumis, disantan, dsb)",0
"<150,000","Sate, tongseng",0
"<150,000","Mie bakso, mie rebus, mie goreng",46
"<150,000",Mie instan,0
"<150,000","Makanan ringan anak-anak, krupuk/kripik",196
"<150,000",Bubur ayam,0
"<150,000","Siomay, batagor",0
"<150,000",Makanan jadi lainnya,0
"<150,000",Air kemasan,0
"<150,000",Air kemasan galon,0
"<150,000","Air teh kemasan, minuman bersoda/mengandung CO2",259
"<150,000","Sari buah kemasan, minuman kesehatan, minuman berenergi",0
"<150,000","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",117
"<150,000",Es krim,0
"<150,000",Es lainnya,0
"<150,000",Minuman keras,0
"<150,000",ROKOK DAN TEMBAKAU,365
"<150,000",Rokok kretek filter,1
"<150,000",Rokok kretek tanpa filter,0
"<150,000",Rokok putih,0
"<150,000",Tembakau,200
"<150,000",Rokok dan tembakau lainnya,163
"150,000 - 199,999",PADI-PADIAN,11392
"150,000 - 199,999","Beras (beras lokal, kualitas unggul, impor)",10406
"150,000 - 199,999",Beras ketan,0
"150,000 - 199,999",Jagung basah degan kulit,192
"150,000 - 199,999",Jagung pipilan/beras jagung/jagung titi,717
"150,000 - 199,999",Tepung terigu,55
"150,000 - 199,999",Padi-padian lainnya,22
"150,000 - 199,999",UMBI-UMBIAN,1454
"150,000 - 199,999",Ketala pohon/singkong,491
"150,000 - 199,999",Ketela rambat/ubi jalar,338
"150,000 - 199,999",Sagu (bukan dari ketela pohon),270
"150,000 - 199,999",Talas/keladi,288
"150,000 - 199,999",Kentang,1
"150,000 - 199,999",Gaplek,47
"150,000 - 199,999",Umbi-umbian lainnya,20
"150,000 - 199,999",IKAN,2740
"150,000 - 199,999",Ekor kuning,33
"150,000 - 199,999","Tongkol, tuna, cakalang, dencis, ikan kayu",382
"150,000 - 199,999",Tenggiri,11
"150,000 - 199,999",Selar,34
"150,000 - 199,999","Kembung, lema/tatare, banyar/banyara",139
"150,000 - 199,999",Teri,136
"150,000 - 199,999",Bandeng,229
"150,000 - 199,999",Gabus,98
"150,000 - 199,999",Mujair,67
"150,000 - 199,999","Mas, Nila",33
"150,000 - 199,999",Lele,2
"150,000 - 199,999",Kakap,31
"150,000 - 199,999",Baronang,6
"150,000 - 199,999",Patin,17
"150,000 - 199,999",Bawal,0
"150,000 - 199,999",Gurame,0
"150,000 - 199,999",Ikan segar/basah lainnya,491
"150,000 - 199,999","Udang, lobster",15
"150,000 - 199,999","Cumi-cumi, sotong, gurita",47
"150,000 - 199,999","Ketam, kepiting, rajungan",19
"150,000 - 199,999","Kerang, siput, bekicot, remis",21
"150,000 - 199,999",Udang dan hewan air lainnya yang segar lainnya,0
"150,000 - 199,999",Kembung diawetkan/peda,161
"150,000 - 199,999",Tenggiri diawetkan,0
"150,000 - 199,999",Tongkol/tuna/cakalang diawetkan,164
"150,000 - 199,999",Teri diawetkan,281
"150,000 - 199,999",Selar diawetkan,41
"150,000 - 199,999",Sepat diawetkan,0
"150,000 - 199,999",Bandeng diawetkan,17
"150,000 - 199,999",Gabus diawetkan,0
"150,000 - 199,999","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",7
"150,000 - 199,999",Ikan diawetkan lainnya,173
"150,000 - 199,999","Udang diawetkan (ebi, rebon)",5
"150,000 - 199,999","Cumi-cumi, sotong, gurita diawetkan",0
"150,000 - 199,999",Udang dan hewan air lainnya yang diawetkan,17
"150,000 - 199,999",Ikan matang,63
"150,000 - 199,999",DAGING,831
"150,000 - 199,999",Daging sapi,37
"150,000 - 199,999","Daging kambing, domba/biri-biri",15
"150,000 - 199,999",Daging babi,120
"150,000 - 199,999",Daging ayam ras,89
"150,000 - 199,999",Daging ayam kampung,288
"150,000 - 199,999",Daging segar lainnya,23
"150,000 - 199,999",Daging diawetkan lainnya,0
"150,000 - 199,999","Tetelan, sandung lamur",0
"150,000 - 199,999","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",0
"150,000 - 199,999","Ayam/daging matang (ayam goreng, rendang, dsb)",0
"150,000 - 199,999","Daging olahan (sosis, nugget, daging asap, dsb) matang",259
"150,000 - 199,999",TELUR DAN SUSU,806
"150,000 - 199,999",Telur ayam ras,570
"150,000 - 199,999",Telur ayam kampung,89
"150,000 - 199,999",Telur itik/telur itik manila,37
"150,000 - 199,999","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",0
"150,000 - 199,999",Susu cair pabrik,0
"150,000 - 199,999",Susu kental manis,95
"150,000 - 199,999",Susu bubuk,4
"150,000 - 199,999",Susu bubuk bayi,8
"150,000 - 199,999",Susu lainnya dan hasil lain dari susu,4
"150,000 - 199,999",SAYUR-SAYURAN,2829
"150,000 - 199,999",Bayam,190
"150,000 - 199,999",Kangkung,158
"150,000 - 199,999",Kol/Kubis,64
"150,000 - 199,999",Sawi putih (petsai),1
"150,000 - 199,999",Sawi hijau,9
"150,000 - 199,999",Buncis,10
"150,000 - 199,999",Kacang panjang,127
"150,000 - 199,999","Tomat sayur, tomat ceri",87
"150,000 - 199,999",Wortel,8
"150,000 - 199,999",Mentimun,33
"150,000 - 199,999",Daun ketela pohon/daun singkong,231
"150,000 - 199,999",Terong,112
"150,000 - 199,999",Tauge,23
"150,000 - 199,999","Labu, labu siam, labu parang",76
"150,000 - 199,999",Bahan sayur sop/cap cay/ kimlo (paket),15
"150,000 - 199,999",Bahan sayur asam/lodeh (paket),0
"150,000 - 199,999",Nangka muda,29
"150,000 - 199,999",Pepaya muda,91
"150,000 - 199,999",Jengkol,0
"150,000 - 199,999",Bawang merah,365
"150,000 - 199,999",Bawang putih,272
"150,000 - 199,999",Cabe merah,77
"150,000 - 199,999",Cabe hijau,19
"150,000 - 199,999",Cabe rawit,376
"150,000 - 199,999",Sayur-sayuran lainnya,456
"150,000 - 199,999",KACANG-KACANGAN,407
"150,000 - 199,999",Kacang tanah tanpa kulit,27
"150,000 - 199,999",Kacang kedele,0
"150,000 - 199,999",Kacang lainnya,25
"150,000 - 199,999",Tahu,184
"150,000 - 199,999",Tempe,171
"150,000 - 199,999",Oncom,0
"150,000 - 199,999",Hasil lain dari kacang-kacangan,0
"150,000 - 199,999",BUAH-BUAHAN,816
"150,000 - 199,999","Jeruk, jeruk bali",1
"150,000 - 199,999",Mangga,9
"150,000 - 199,999",Apel,8
"150,000 - 199,999",Rambutan,119
"150,000 - 199,999","Duku, langsat",208
"150,000 - 199,999",Durian,24
"150,000 - 199,999",Salak,0
"150,000 - 199,999",Pisang ambon,91
"150,000 - 199,999",Pisang lainnya,275
"150,000 - 199,999",Pepaya,11
"150,000 - 199,999",Semangka,2
"150,000 - 199,999",Tomat buah,37
"150,000 - 199,999",Buah-buahan lainnya,32
"150,000 - 199,999",MINYAK DAN KELAPA,1069
"150,000 - 199,999",Minyak kelapa,109
"150,000 - 199,999","Minyak goreng (kelapa sawit, bunga matahari)",843
"150,000 - 199,999",Kelapa (tidak termasuk santan instan),64
"150,000 - 199,999",Minyak dan kelapa lainnya,52
"150,000 - 199,999",BAHAN MINUMAN,1531
"150,000 - 199,999",Gula pasir,859
"150,000 - 199,999","Gula merah, gula air (pohom aren, kelapa, lontar)",11
"150,000 - 199,999",Teh bubuk,68
"150,000 - 199,999",Teh celup (sachet),59
"150,000 - 199,999","Kopi (bubuk,biji)",490
"150,000 - 199,999",Kopi instan (sachet),44
"150,000 - 199,999",Bahan minuman lainnya,0
"150,000 - 199,999",BUMBU-BUMBUAN,553
"150,000 - 199,999",Garam,154
"150,000 - 199,999",Kemiri,27
"150,000 - 199,999",Ketumbar/jinten,12
"150,000 - 199,999",Merica/lada,15
"150,000 - 199,999",Asam,52
"150,000 - 199,999",Terasi/petis,16
"150,000 - 199,999",Kecap,39
"150,000 - 199,999",Penyedap masakan/vetsin,134
"150,000 - 199,999",Sambal jadi,0
"150,000 - 199,999",Saus tomat,0
"150,000 - 199,999","Bumbu maskan jadi/kemasan, bumbu racikan",21
"150,000 - 199,999","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",83
"150,000 - 199,999",BAHAN MAKANAN LAINNYA,381
"150,000 - 199,999",Mie instan,365
"150,000 - 199,999",Kerupuk,11
"150,000 - 199,999",Bubur bayi kemasan,0
"150,000 - 199,999",Lainnya,5
"150,000 - 199,999",MAKANAN MINUMAN JADI,4754
"150,000 - 199,999",Roti tawar,23
"150,000 - 199,999","Roti manis, roti lainnya",471
"150,000 - 199,999","Kue kering, biskuit, semprong",338
"150,000 - 199,999","Kue basah (kue lapis, bika ambon, lemper, dsb)",333
"150,000 - 199,999",Makanan gorengan,455
"150,000 - 199,999",Bubur kacang hijau,54
"150,000 - 199,999","Gado-gado, ketoprak, pecel",9
"150,000 - 199,999",Nasi campur/rames,732
"150,000 - 199,999",Nasi goreng,0
"150,000 - 199,999",Nasi putih,13
"150,000 - 199,999",Lontong/ketupat sayur,137
"150,000 - 199,999","Soto, gule, sop, rawon, cincang",6
"150,000 - 199,999","Sayur matang (ditumis, disantan, dsb)",41
"150,000 - 199,999","Sate, tongseng",0
"150,000 - 199,999","Mie bakso, mie rebus, mie goreng",179
"150,000 - 199,999",Mie instan,104
"150,000 - 199,999","Makanan ringan anak-anak, krupuk/kripik",597
"150,000 - 199,999",Bubur ayam,0
"150,000 - 199,999","Siomay, batagor",82
"150,000 - 199,999",Makanan jadi lainnya,114
"150,000 - 199,999",Air kemasan,34
"150,000 - 199,999",Air kemasan galon,65
"150,000 - 199,999","Air teh kemasan, minuman bersoda/mengandung CO2",129
"150,000 - 199,999","Sari buah kemasan, minuman kesehatan, minuman berenergi",46
"150,000 - 199,999","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",341
"150,000 - 199,999",Es krim,11
"150,000 - 199,999",Es lainnya,108
"150,000 - 199,999",Minuman keras,12
"150,000 - 199,999",ROKOK DAN TEMBAKAU,1253
"150,000 - 199,999",Rokok kretek filter,721
"150,000 - 199,999",Rokok kretek tanpa filter,187
"150,000 - 199,999",Rokok putih,7
"150,000 - 199,999",Tembakau,183
"150,000 - 199,999",Rokok dan tembakau lainnya,156
"200,000 - 299,999",PADI-PADIAN,12567
"200,000 - 299,999","Beras (beras lokal, kualitas unggul, impor)",11855
"200,000 - 299,999",Beras ketan,21
"200,000 - 299,999",Jagung basah degan kulit,195
"200,000 - 299,999",Jagung pipilan/beras jagung/jagung titi,337
"200,000 - 299,999",Tepung terigu,154
"200,000 - 299,999",Padi-padian lainnya,5
"200,000 - 299,999",UMBI-UMBIAN,570
"200,000 - 299,999",Ketala pohon/singkong,242
"200,000 - 299,999",Ketela rambat/ubi jalar,77
"200,000 - 299,999",Sagu (bukan dari ketela pohon),123
"200,000 - 299,999",Talas/keladi,43
"200,000 - 299,999",Kentang,55
"200,000 - 299,999",Gaplek,21
"200,000 - 299,999",Umbi-umbian lainnya,9
"200,000 - 299,999",IKAN,3066
"200,000 - 299,999",Ekor kuning,54
"200,000 - 299,999","Tongkol, tuna, cakalang, dencis, ikan kayu",495
"200,000 - 299,999",Tenggiri,15
"200,000 - 299,999",Selar,122
"200,000 - 299,999","Kembung, lema/tatare, banyar/banyara",152
"200,000 - 299,999",Teri,117
"200,000 - 299,999",Bandeng,227
"200,000 - 299,999",Gabus,57
"200,000 - 299,999",Mujair,98
"200,000 - 299,999","Mas, Nila",105
"200,000 - 299,999",Lele,118
"200,000 - 299,999",Kakap,36
"200,000 - 299,999",Baronang,35
"200,000 - 299,999",Patin,18
"200,000 - 299,999",Bawal,4
"200,000 - 299,999",Gurame,5
"200,000 - 299,999",Ikan segar/basah lainnya,445
"200,000 - 299,999","Udang, lobster",37
"200,000 - 299,999","Cumi-cumi, sotong, gurita",35
"200,000 - 299,999","Ketam, kepiting, rajungan",13
"200,000 - 299,999","Kerang, siput, bekicot, remis",5
"200,000 - 299,999",Udang dan hewan air lainnya yang segar lainnya,6
"200,000 - 299,999",Kembung diawetkan/peda,59
"200,000 - 299,999",Tenggiri diawetkan,14
"200,000 - 299,999",Tongkol/tuna/cakalang diawetkan,143
"200,000 - 299,999",Teri diawetkan,199
"200,000 - 299,999",Selar diawetkan,48
"200,000 - 299,999",Sepat diawetkan,27
"200,000 - 299,999",Bandeng diawetkan,38
"200,000 - 299,999",Gabus diawetkan,3
"200,000 - 299,999","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",18
"200,000 - 299,999",Ikan diawetkan lainnya,187
"200,000 - 299,999","Udang diawetkan (ebi, rebon)",19
"200,000 - 299,999","Cumi-cumi, sotong, gurita diawetkan",1
"200,000 - 299,999",Udang dan hewan air lainnya yang diawetkan,8
"200,000 - 299,999",Ikan matang,103
"200,000 - 299,999",DAGING,1155
"200,000 - 299,999",Daging sapi,35
"200,000 - 299,999","Daging kambing, domba/biri-biri",2
"200,000 - 299,999",Daging babi,143
"200,000 - 299,999",Daging ayam ras,464
"200,000 - 299,999",Daging ayam kampung,97
"200,000 - 299,999",Daging segar lainnya,37
"200,000 - 299,999",Daging diawetkan lainnya,2
"200,000 - 299,999","Tetelan, sandung lamur",2
"200,000 - 299,999","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",27
"200,000 - 299,999","Ayam/daging matang (ayam goreng, rendang, dsb)",100
"200,000 - 299,999","Daging olahan (sosis, nugget, daging asap, dsb) matang",246
"200,000 - 299,999",TELUR DAN SUSU,1836
"200,000 - 299,999",Telur ayam ras,1308
"200,000 - 299,999",Telur ayam kampung,64
"200,000 - 299,999",Telur itik/telur itik manila,12
"200,000 - 299,999","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",6
"200,000 - 299,999",Susu cair pabrik,35
"200,000 - 299,999",Susu kental manis,159
"200,000 - 299,999",Susu bubuk,84
"200,000 - 299,999",Susu bubuk bayi,166
"200,000 - 299,999",Susu lainnya dan hasil lain dari susu,3
"200,000 - 299,999",SAYUR-SAYURAN,4022
"200,000 - 299,999",Bayam,198
